PO_Number,Date,VendorName,Plant,Qty,UnitCost,Amount,PromisedDays,ActualDays,OnTime
502207,2025-06-08,Siemens Industrial,Rheinland Plant,59,226.83,13382.97,24,22,True
502208,2025-06-08,NordSteel AG,Rheinland Plant,179,91.9,16450.1,26,27,False
502209,2025-06-08,FastenRight Supply,Rheinland Plant,656,397.17,260543.52,29,33,False
502210,2025-06-08,GE Power Systems,Rheinland Plant,341,132.12,45052.92,18,26,False
502211,2025-06-08,Siemens Industrial,Riverside Plant,840,412.24,346281.6,14,19,False
502212,2025-06-08,SealTech Polymers,Rheinland Plant,968,379.58,367433.44,3,6,False
502213,2025-06-09,FastenRight Supply,Riverside Plant,241,14.93,3598.13,9,15,False
502214,2025-06-09,BearingWorks Ltd,Rheinland Plant,347,119.22,41369.34,21,31,False
502215,2025-06-09,Siemens Industrial,Rheinland Plant,632,259.88,164244.16,22,32,False
502216,2025-06-09,FastenRight Supply,Riverside Plant,55,218.52,12018.6,3,10,False
502217,2025-06-10,NordSteel AG,Riverside Plant,269,275.81,74192.89,20,20,True
502218,2025-06-10,Siemens Industrial,Riverside Plant,328,258.84,84899.52,7,5,True
502219,2025-06-10,Siemens Industrial,Riverside Plant,537,115.15,61835.55,25,30,False
502220,2025-06-10,BearingWorks Ltd,Rheinland Plant,223,370.67,82659.41,20,30,False
502221,2025-06-10,Siemens Industrial,Rheinland Plant,783,168.18,131684.94,5,11,False
502222,2025-06-10,GE Power Systems,Riverside Plant,47,27.05,1271.35,3,1,True
502223,2025-06-10,CopperLine Metals,Rheinland Plant,555,210.5,116827.5,23,22,True
502224,2025-06-10,GE Power Systems,Rheinland Plant,662,185.18,122589.16,13,12,True
502225,2025-06-11,BearingWorks Ltd,Rheinland Plant,425,319.56,135813.0,25,32,False
502226,2025-06-11,GE Power Systems,Rheinland Plant,326,48.31,15749.06,22,23,False
502227,2025-06-11,GE Power Systems,Riverside Plant,467,476.19,222380.73,28,35,False
502228,2025-06-11,BearingWorks Ltd,Riverside Plant,807,67.38,54375.66,22,24,False
502229,2025-06-11,CopperLine Metals,Riverside Plant,339,190.87,64704.93,27,38,False
502230,2025-06-12,Siemens Industrial,Riverside Plant,664,147.99,98265.36,8,6,True
502231,2025-06-12,CopperLine Metals,Rheinland Plant,102,313.54,31981.08,5,13,False
502232,2025-06-12,PrecisionCast Foundry,Riverside Plant,774,8.42,6517.08,11,11,True
502233,2025-06-12,ElectroParts Co,Riverside Plant,514,387.0,198918.0,13,23,False
502234,2025-06-12,SealTech Polymers,Riverside Plant,13,433.29,5632.77,18,22,False
502235,2025-06-12,FastenRight Supply,Rheinland Plant,799,301.94,241250.06,15,16,False
502236,2025-06-12,CopperLine Metals,Riverside Plant,830,33.93,28161.9,21,27,False
502237,2025-06-12,ElectroParts Co,Riverside Plant,315,296.96,93542.4,22,20,True
502238,2025-06-12,Honeywell Sensing,Rheinland Plant,235,341.47,80245.45,8,9,False
502239,2025-06-12,BearingWorks Ltd,Riverside Plant,505,430.1,217200.5,18,28,False
502240,2025-06-13,CopperLine Metals,Rheinland Plant,732,116.73,85446.36,7,6,True
502241,2025-06-13,Siemens Industrial,Rheinland Plant,230,177.92,40921.6,9,10,False
502242,2025-06-13,BearingWorks Ltd,Rheinland Plant,911,219.2,199691.2,16,17,False
502243,2025-06-13,BearingWorks Ltd,Riverside Plant,518,213.41,110546.38,19,19,True
502244,2025-06-13,BearingWorks Ltd,Rheinland Plant,478,225.23,107659.94,4,3,True
502245,2025-06-13,FastenRight Supply,Riverside Plant,167,168.5,28139.5,19,18,True
502246,2025-06-14,BearingWorks Ltd,Rheinland Plant,437,98.29,42952.73,15,13,True
502247,2025-06-14,ElectroParts Co,Rheinland Plant,573,219.4,125716.2,16,15,True
502248,2025-06-14,SealTech Polymers,Riverside Plant,555,21.67,12026.85,29,30,False
502249,2025-06-14,Siemens Industrial,Rheinland Plant,727,403.78,293548.06,26,37,False
502250,2025-06-14,Siemens Industrial,Riverside Plant,173,222.42,38478.66,28,38,False
502251,2025-06-14,CopperLine Metals,Rheinland Plant,94,412.29,38755.26,20,19,True
502252,2025-06-15,Honeywell Sensing,Riverside Plant,578,263.93,152551.54,6,12,False
502253,2025-06-15,FastenRight Supply,Riverside Plant,672,233.26,156750.72,8,9,False
502254,2025-06-15,Siemens Industrial,Rheinland Plant,602,386.2,232492.4,11,9,True
502255,2025-06-15,SealTech Polymers,Riverside Plant,786,376.0,295536.0,9,13,False
502256,2025-06-16,SealTech Polymers,Riverside Plant,831,477.63,396910.53,29,27,True
502257,2025-06-16,CopperLine Metals,Riverside Plant,862,447.79,385994.98,4,11,False
502258,2025-06-16,ElectroParts Co,Riverside Plant,177,267.04,47266.08,27,35,False
502259,2025-06-16,NordSteel AG,Rheinland Plant,806,459.77,370574.62,14,21,False
502260,2025-06-17,BearingWorks Ltd,Rheinland Plant,423,417.54,176619.42,18,17,True
502261,2025-06-17,Honeywell Sensing,Rheinland Plant,350,310.16,108556.0,15,19,False
502262,2025-06-17,GE Power Systems,Riverside Plant,91,330.22,30050.02,22,24,False
502263,2025-06-17,ElectroParts Co,Riverside Plant,840,135.66,113954.4,11,9,True
502264,2025-06-17,ElectroParts Co,Riverside Plant,373,164.14,61224.22,19,24,False
502265,2025-06-17,FastenRight Supply,Rheinland Plant,42,209.07,8780.94,4,11,False
502266,2025-06-17,CopperLine Metals,Rheinland Plant,478,390.8,186802.4,29,28,True
502267,2025-06-17,PrecisionCast Foundry,Riverside Plant,345,431.77,148960.65,5,11,False
502268,2025-06-17,Siemens Industrial,Riverside Plant,533,79.65,42453.45,28,34,False
502269,2025-06-17,SealTech Polymers,Riverside Plant,381,38.61,14710.41,26,25,True
502270,2025-06-17,Honeywell Sensing,Riverside Plant,634,474.36,300744.24,13,16,False
502271,2025-06-17,Honeywell Sensing,Rheinland Plant,353,78.44,27689.32,6,17,False
502272,2025-06-18,PrecisionCast Foundry,Rheinland Plant,24,258.52,6204.48,6,16,False
502273,2025-06-18,CopperLine Metals,Rheinland Plant,80,361.29,28903.2,7,13,False
502274,2025-06-18,FastenRight Supply,Riverside Plant,454,92.07,41799.78,9,17,False
502275,2025-06-19,SealTech Polymers,Riverside Plant,624,189.13,118017.12,23,33,False
502276,2025-06-19,NordSteel AG,Riverside Plant,314,40.93,12852.02,27,31,False
502277,2025-06-19,Siemens Industrial,Rheinland Plant,282,112.95,31851.9,14,14,True
502278,2025-06-19,BearingWorks Ltd,Riverside Plant,368,380.4,139987.2,29,35,False
502279,2025-06-19,PrecisionCast Foundry,Riverside Plant,925,228.25,211131.25,27,38,False
502280,2025-06-19,FastenRight Supply,Rheinland Plant,69,133.31,9198.39,28,33,False
502281,2025-06-19,BearingWorks Ltd,Rheinland Plant,719,306.75,220553.25,28,34,False
502282,2025-06-20,FastenRight Supply,Rheinland Plant,143,270.55,38688.65,22,20,True
502283,2025-06-20,ElectroParts Co,Rheinland Plant,692,455.9,315482.8,28,27,True
502284,2025-06-20,Honeywell Sensing,Riverside Plant,50,361.86,18093.0,15,24,False
502285,2025-06-20,ElectroParts Co,Riverside Plant,761,481.07,366094.27,25,23,True
502286,2025-06-20,CopperLine Metals,Rheinland Plant,515,329.09,169481.35,26,25,True
502287,2025-06-20,FastenRight Supply,Rheinland Plant,581,445.03,258562.43,9,15,False
502288,2025-06-20,PrecisionCast Foundry,Rheinland Plant,782,339.95,265840.9,29,36,False
502289,2025-06-20,SealTech Polymers,Riverside Plant,450,105.39,47425.5,5,6,False
502290,2025-06-20,PrecisionCast Foundry,Rheinland Plant,536,102.63,55009.68,29,33,False
502291,2025-06-21,NordSteel AG,Riverside Plant,253,142.35,36014.55,26,25,True
502292,2025-06-21,NordSteel AG,Riverside Plant,669,220.43,147467.67,22,25,False
502293,2025-06-21,ElectroParts Co,Riverside Plant,275,420.38,115604.5,5,12,False
502294,2025-06-22,Siemens Industrial,Riverside Plant,890,242.51,215833.9,26,34,False
502295,2025-06-22,PrecisionCast Foundry,Riverside Plant,961,363.92,349727.12,12,21,False
502296,2025-06-22,SealTech Polymers,Riverside Plant,858,54.3,46589.4,5,4,True
502297,2025-06-23,CopperLine Metals,Riverside Plant,975,41.43,40394.25,11,20,False
502298,2025-06-23,FastenRight Supply,Rheinland Plant,782,338.34,264581.88,22,26,False
502299,2025-06-24,Siemens Industrial,Riverside Plant,234,171.05,40025.7,25,26,False
502300,2025-06-24,Honeywell Sensing,Rheinland Plant,785,132.66,104138.1,26,32,False
502301,2025-06-24,Honeywell Sensing,Riverside Plant,850,154.9,131665.0,19,17,True
502302,2025-06-24,NordSteel AG,Rheinland Plant,68,373.83,25420.44,26,37,False
502303,2025-06-24,GE Power Systems,Rheinland Plant,629,167.65,105451.85,25,34,False
502304,2025-06-25,PrecisionCast Foundry,Riverside Plant,718,412.17,295938.06,26,36,False
502305,2025-06-25,FastenRight Supply,Rheinland Plant,977,32.37,31625.49,13,24,False
502306,2025-06-25,PrecisionCast Foundry,Rheinland Plant,564,365.93,206384.52,27,30,False
502307,2025-06-25,BearingWorks Ltd,Rheinland Plant,387,484.22,187393.14,10,21,False
502308,2025-06-25,SealTech Polymers,Rheinland Plant,567,208.32,118117.44,20,26,False
502309,2025-06-25,FastenRight Supply,Riverside Plant,634,310.42,196806.28,29,39,False
502310,2025-06-26,FastenRight Supply,Riverside Plant,254,69.98,17774.92,19,28,False
502311,2025-06-26,BearingWorks Ltd,Riverside Plant,782,254.91,199339.62,19,26,False
502312,2025-06-26,FastenRight Supply,Rheinland Plant,688,61.36,42215.68,5,3,True
502313,2025-06-27,ElectroParts Co,Riverside Plant,628,434.73,273010.44,6,16,False
502314,2025-06-27,NordSteel AG,Rheinland Plant,297,377.74,112188.78,5,13,False
502315,2025-06-27,NordSteel AG,Rheinland Plant,206,277.76,57218.56,13,13,True
502316,2025-06-27,PrecisionCast Foundry,Rheinland Plant,264,272.67,71984.88,8,11,False
502317,2025-06-28,NordSteel AG,Rheinland Plant,263,69.06,18162.78,20,28,False
502318,2025-06-28,Honeywell Sensing,Riverside Plant,38,158.06,6006.28,29,32,False
502319,2025-06-28,NordSteel AG,Riverside Plant,512,218.93,112092.16,7,5,True
502320,2025-06-29,CopperLine Metals,Riverside Plant,406,41.17,16715.02,3,4,False
502321,2025-06-29,CopperLine Metals,Riverside Plant,389,410.88,159832.32,6,15,False
502322,2025-06-29,Siemens Industrial,Rheinland Plant,576,125.65,72374.4,22,25,False
502323,2025-06-29,CopperLine Metals,Riverside Plant,130,403.73,52484.9,16,19,False
502324,2025-06-29,ElectroParts Co,Riverside Plant,679,90.21,61252.59,7,13,False
502325,2025-06-29,BearingWorks Ltd,Riverside Plant,834,182.18,151938.12,14,22,False
502326,2025-06-29,SealTech Polymers,Riverside Plant,17,480.07,8161.19,17,20,False
502327,2025-06-29,FastenRight Supply,Riverside Plant,290,487.36,141334.4,5,16,False
502328,2025-06-30,BearingWorks Ltd,Rheinland Plant,133,329.57,43832.81,5,8,False
502329,2025-06-30,Siemens Industrial,Rheinland Plant,955,263.53,251671.15,9,8,True
502330,2025-06-30,NordSteel AG,Riverside Plant,957,245.13,234589.41,27,35,False
502331,2025-06-30,Honeywell Sensing,Rheinland Plant,479,459.49,220095.71,17,25,False
502332,2025-06-30,FastenRight Supply,Rheinland Plant,984,284.19,279642.96,28,28,True
502333,2025-06-30,NordSteel AG,Rheinland Plant,509,482.95,245821.55,22,23,False
502334,2025-06-30,BearingWorks Ltd,Riverside Plant,911,404.01,368053.11,22,24,False
502335,2025-06-30,Siemens Industrial,Rheinland Plant,268,447.69,119980.92,24,25,False
502336,2025-06-30,Honeywell Sensing,Rheinland Plant,983,264.59,260091.97,14,20,False
502337,2025-07-01,GE Power Systems,Rheinland Plant,404,217.38,87821.52,3,8,False
502338,2025-07-01,Honeywell Sensing,Riverside Plant,982,460.21,451926.22,25,31,False
502339,2025-07-01,NordSteel AG,Rheinland Plant,409,434.56,177735.04,5,14,False
502340,2025-07-01,Honeywell Sensing,Rheinland Plant,637,221.27,140948.99,24,22,True
502341,2025-07-01,NordSteel AG,Rheinland Plant,221,106.32,23496.72,5,7,False
502342,2025-07-02,BearingWorks Ltd,Riverside Plant,478,20.14,9626.92,24,24,True
502343,2025-07-02,Siemens Industrial,Rheinland Plant,26,105.55,2744.3,19,25,False
502344,2025-07-02,GE Power Systems,Rheinland Plant,491,173.02,84952.82,25,24,True
502345,2025-07-02,NordSteel AG,Riverside Plant,994,22.89,22752.66,9,13,False
502346,2025-07-02,BearingWorks Ltd,Riverside Plant,124,79.81,9896.44,14,24,False
502347,2025-07-02,Honeywell Sensing,Riverside Plant,622,434.11,270016.42,22,21,True
502348,2025-07-02,PrecisionCast Foundry,Rheinland Plant,566,89.2,50487.2,28,38,False
502349,2025-07-03,GE Power Systems,Rheinland Plant,490,271.06,132819.4,14,14,True
502350,2025-07-03,SealTech Polymers,Rheinland Plant,506,489.41,247641.46,15,26,False
502351,2025-07-03,FastenRight Supply,Rheinland Plant,722,53.32,38497.04,27,34,False
502352,2025-07-03,ElectroParts Co,Riverside Plant,885,103.95,91995.75,12,13,False
502353,2025-07-03,CopperLine Metals,Riverside Plant,882,493.19,434993.58,11,12,False
502354,2025-07-04,Siemens Industrial,Riverside Plant,937,8.15,7636.55,26,36,False
502355,2025-07-04,PrecisionCast Foundry,Rheinland Plant,997,149.85,149400.45,23,30,False
502356,2025-07-04,ElectroParts Co,Rheinland Plant,73,26.86,1960.78,9,19,False
502357,2025-07-04,GE Power Systems,Riverside Plant,48,238.0,11424.0,12,23,False
502358,2025-07-04,Siemens Industrial,Riverside Plant,305,374.11,114103.55,9,8,True
502359,2025-07-05,PrecisionCast Foundry,Riverside Plant,863,469.21,404928.23,28,38,False
502360,2025-07-05,FastenRight Supply,Riverside Plant,724,362.5,262450.0,10,14,False
502361,2025-07-06,NordSteel AG,Rheinland Plant,591,424.7,250997.7,22,27,False
502362,2025-07-06,PrecisionCast Foundry,Riverside Plant,93,137.33,12771.69,10,13,False
502363,2025-07-06,Honeywell Sensing,Riverside Plant,32,32.77,1048.64,3,10,False
502364,2025-07-06,NordSteel AG,Rheinland Plant,541,234.49,126859.09,15,19,False
502365,2025-07-06,Siemens Industrial,Riverside Plant,981,274.8,269578.8,23,31,False
502366,2025-07-07,GE Power Systems,Rheinland Plant,396,144.27,57130.92,16,22,False
502367,2025-07-07,ElectroParts Co,Riverside Plant,699,53.56,37438.44,29,34,False
502368,2025-07-07,GE Power Systems,Riverside Plant,814,116.04,94456.56,13,19,False
502369,2025-07-07,Siemens Industrial,Riverside Plant,928,233.59,216771.52,23,26,False
502370,2025-07-07,PrecisionCast Foundry,Rheinland Plant,20,121.37,2427.4,6,10,False
502371,2025-07-07,PrecisionCast Foundry,Riverside Plant,260,117.05,30433.0,5,3,True
502372,2025-07-07,Siemens Industrial,Rheinland Plant,382,249.65,95366.3,18,22,False
502373,2025-07-07,ElectroParts Co,Rheinland Plant,513,132.84,68146.92,10,15,False
502374,2025-07-07,Honeywell Sensing,Riverside Plant,200,350.32,70064.0,24,24,True
502375,2025-07-07,FastenRight Supply,Riverside Plant,841,249.48,209812.68,14,13,True
502376,2025-07-07,FastenRight Supply,Riverside Plant,801,134.02,107350.02,28,36,False
502377,2025-07-08,PrecisionCast Foundry,Rheinland Plant,921,94.83,87338.43,26,33,False
502378,2025-07-08,GE Power Systems,Riverside Plant,793,480.38,380941.34,23,24,False
502379,2025-07-08,BearingWorks Ltd,Riverside Plant,61,313.99,19153.39,4,15,False
502380,2025-07-08,BearingWorks Ltd,Rheinland Plant,464,195.57,90744.48,13,14,False
502381,2025-07-08,ElectroParts Co,Riverside Plant,542,76.01,41197.42,5,11,False
502382,2025-07-08,BearingWorks Ltd,Rheinland Plant,432,136.01,58756.32,12,15,False
502383,2025-07-08,PrecisionCast Foundry,Rheinland Plant,964,42.18,40661.52,22,28,False
502384,2025-07-09,NordSteel AG,Rheinland Plant,711,172.1,122363.1,5,4,True
502385,2025-07-09,NordSteel AG,Rheinland Plant,243,73.2,17787.6,3,12,False
502386,2025-07-09,Siemens Industrial,Rheinland Plant,407,184.41,75054.87,22,33,False
502387,2025-07-09,PrecisionCast Foundry,Riverside Plant,630,349.77,220355.1,17,25,False
502388,2025-07-09,CopperLine Metals,Rheinland Plant,669,24.06,16096.14,26,26,True
502389,2025-07-10,ElectroParts Co,Riverside Plant,825,373.97,308525.25,13,14,False
502390,2025-07-10,NordSteel AG,Rheinland Plant,126,23.18,2920.68,14,14,True
502391,2025-07-10,CopperLine Metals,Riverside Plant,92,440.11,40490.12,5,6,False
502392,2025-07-10,Honeywell Sensing,Rheinland Plant,49,285.47,13988.03,9,10,False
502393,2025-07-11,FastenRight Supply,Riverside Plant,29,321.5,9323.5,18,28,False
502394,2025-07-11,Siemens Industrial,Riverside Plant,636,306.12,194692.32,23,21,True
502395,2025-07-11,Siemens Industrial,Riverside Plant,517,100.42,51917.14,16,18,False
502396,2025-07-11,FastenRight Supply,Rheinland Plant,883,276.88,244485.04,25,35,False
502397,2025-07-11,Honeywell Sensing,Riverside Plant,34,89.47,3041.98,22,33,False
502398,2025-07-12,ElectroParts Co,Rheinland Plant,531,125.74,66767.94,27,27,True
502399,2025-07-12,CopperLine Metals,Rheinland Plant,330,265.15,87499.5,29,28,True
502400,2025-07-12,NordSteel AG,Riverside Plant,838,466.17,390650.46,28,32,False
502401,2025-07-12,FastenRight Supply,Riverside Plant,701,306.04,214534.04,19,26,False
502402,2025-07-12,SealTech Polymers,Rheinland Plant,688,136.31,93781.28,11,18,False
502403,2025-07-12,CopperLine Metals,Rheinland Plant,858,47.43,40694.94,21,28,False
502404,2025-07-13,BearingWorks Ltd,Rheinland Plant,267,452.26,120753.42,21,25,False
502405,2025-07-13,Siemens Industrial,Riverside Plant,174,318.81,55472.94,11,17,False
502406,2025-07-13,FastenRight Supply,Riverside Plant,348,311.23,108308.04,18,19,False
502407,2025-07-13,BearingWorks Ltd,Riverside Plant,526,175.67,92402.42,9,15,False
502408,2025-07-13,NordSteel AG,Riverside Plant,623,195.97,122089.31,23,25,False
502409,2025-07-13,Siemens Industrial,Rheinland Plant,609,34.68,21120.12,15,16,False
502410,2025-07-13,BearingWorks Ltd,Riverside Plant,343,237.4,81428.2,4,13,False
502411,2025-07-14,GE Power Systems,Riverside Plant,805,65.43,52671.15,20,19,True
502412,2025-07-14,Siemens Industrial,Rheinland Plant,859,480.21,412500.39,17,25,False
502413,2025-07-14,FastenRight Supply,Riverside Plant,756,262.73,198623.88,29,35,False
502414,2025-07-14,Honeywell Sensing,Riverside Plant,549,487.03,267379.47,17,20,False
502415,2025-07-14,ElectroParts Co,Rheinland Plant,466,266.62,124244.92,21,20,True
502416,2025-07-14,PrecisionCast Foundry,Riverside Plant,871,342.5,298317.5,23,23,True
502417,2025-07-14,Honeywell Sensing,Rheinland Plant,688,239.14,164528.32,4,14,False
502418,2025-07-14,Siemens Industrial,Rheinland Plant,806,434.03,349828.18,10,10,True
502419,2025-07-14,CopperLine Metals,Riverside Plant,665,282.14,187623.1,9,13,False
502420,2025-07-15,GE Power Systems,Rheinland Plant,274,119.4,32715.6,21,25,False
502421,2025-07-15,GE Power Systems,Riverside Plant,406,362.4,147134.4,4,12,False
502422,2025-07-15,FastenRight Supply,Rheinland Plant,865,17.32,14981.8,19,25,False
502423,2025-07-15,ElectroParts Co,Rheinland Plant,469,440.75,206711.75,8,13,False
502424,2025-07-16,GE Power Systems,Riverside Plant,72,392.89,28288.08,8,17,False
502425,2025-07-16,ElectroParts Co,Riverside Plant,957,477.5,456967.5,18,16,True
502426,2025-07-17,ElectroParts Co,Riverside Plant,834,177.9,148368.6,26,35,False
502427,2025-07-17,Siemens Industrial,Riverside Plant,943,58.79,55438.97,19,17,True
502428,2025-07-17,PrecisionCast Foundry,Rheinland Plant,655,249.36,163330.8,4,14,False
502429,2025-07-17,CopperLine Metals,Rheinland Plant,41,386.67,15853.47,3,13,False
502430,2025-07-17,ElectroParts Co,Riverside Plant,376,284.71,107050.96,26,31,False
502431,2025-07-17,SealTech Polymers,Riverside Plant,613,179.06,109763.78,10,20,False
502432,2025-07-17,PrecisionCast Foundry,Riverside Plant,546,139.65,76248.9,16,19,False
502433,2025-07-17,FastenRight Supply,Rheinland Plant,530,290.91,154182.3,12,12,True
502434,2025-07-17,SealTech Polymers,Riverside Plant,152,40.91,6218.32,3,9,False
502435,2025-07-17,CopperLine Metals,Rheinland Plant,159,360.33,57292.47,8,11,False
502436,2025-07-18,PrecisionCast Foundry,Rheinland Plant,918,104.1,95563.8,19,19,True
502437,2025-07-18,ElectroParts Co,Rheinland Plant,584,95.48,55760.32,13,12,True
502438,2025-07-18,SealTech Polymers,Rheinland Plant,488,364.55,177900.4,11,20,False
502439,2025-07-18,CopperLine Metals,Riverside Plant,710,317.77,225616.7,10,18,False
